Id,Average
11196,3.845124904
11197,3.244079903
11198,3.22150998
11199,3.295486106
11200,3.475845891
11201,3.373304926
11202,3.32337675
11203,3.095131792
11204,2.777529272
11205,3.579100765
11206,4.215851644
11207,4.51384469
11208,3.893445074
11209,3.576333994
11210,3.651034471
11211,4.434062918
11212,3.674104807
11213,2.968199476
11214,2.640719056
11215,3.053053464
11216,3.054736754
11217,3.188161504
11218,3.586192568
11219,3.771575706
11220,3.60863039
11221,3.424719116
11222,3.717720983
11223,6.827924073
11224,6.843435306
11225,8.361346829
11226,8.472771475
11227,7.508683891
11228,7.149481336
11229,5.037965316
11230,4.367464356
11231,4.939708082
11232,7.401137809
11233,7.395421202
11234,7.528508262
11235,7.4918035
11236,6.151520191
11237,4.267434756
11238,6.594483461
11239,6.291752402
11240,6.563253887
11241,6.872842448
11242,6.49186148
11243,7.097896548
11244,7.881338473
11245,7.475751667
11246,6.450990583
11247,3.870738823
11248,1.432336757
11249,0.668239609
11417,8.197145688
11418,8.158938885
11419,8.098301702
11420,8.0237672
11421,7.988818379
11422,7.861647696
11423,7.838587323
11424,7.330829785
11425,7.148361038
11426,7.401725194
11427,7.473087898
11428,7.522550078
11429,5.043003815
11430,4.022165943
11431,4.492063606
11432,4.679434428
11433,4.199025614
11434,4.066063681
11435,4.051528893
11436,4.172479823
11437,4.091272624
11438,3.500324055
11439,2.816939606
11440,3.294459131
11441,4.245319014
11442,4.636687754
11443,4.231504337
11444,3.6886881
11445,3.48658782
11446,3.490805519
11447,4.168456164
11448,3.796679545
11449,2.941785539
11450,3.18344833
11451,3.005089116
11452,3.177872672
11453,3.550775845
11454,4.010375877
11455,3.746203206
11456,4.233281443
11457,3.762063928
11458,6.25265353
11459,7.909276332
11460,7.639325714
11461,7.797525219
11462,7.49784598
11463,8.52629807
11464,7.279337364
11465,6.98547127
11466,7.315689171
11467,7.761820898
11468,7.519514177
11469,7.525827707
11470,7.056684608
11471,7.174636307
11472,6.678023581
11473,7.463062921
11474,7.602102176
11475,7.40224279
11476,7.749055987
11477,2.897396836
11478,7.584122468
11479,-1.326279858
11480,9.130256924
11481,6.837430415
11482,3.751368134
11483,2.013819159
11484,0.809008927
11485,0.650369317
11653,7.97969201
11654,7.942187891
11655,7.885910788
11656,7.847460738
11657,7.756415579
11658,7.671883582
11659,7.699176094
11660,7.281706012
11661,7.408257355
11662,7.30431298
11663,7.171880703
11664,7.600583725
11665,5.157792356
11666,4.756442723
11667,4.076118608
11668,4.411125561
11669,4.537228818
11670,4.386401396
11671,3.987425648
11672,3.73692924
11673,3.241485318
11674,3.430622842
11675,3.846422179
11676,4.401788172
11677,4.70668224
11678,4.365180379
11679,4.174313328
11680,3.896073182
11681,3.650065382
11682,3.576818053
11683,3.139556656
11684,3.414031285
11685,3.394822298
11686,3.140998446
11687,3.082599232
11688,3.982370517
11689,4.230225302
11690,4.311077208
11691,3.926212747
11692,6.252258648
11693,6.165701733
11694,7.446733955
11695,7.104397061
11696,6.90615105
11697,6.471499729
11698,6.75882719
11699,7.860643678
11700,7.614195266
11701,7.339775309
11702,8.609470556
11703,8.667288525
11704,8.511233771
11705,8.300654655
11706,7.069629709
11707,7.216885254
11708,7.602723794
11709,7.690042305
11710,8.57860981
11711,8.199410848
11712,8.327422458
11713,-39.7893272
11714,8.014770727
11715,-13.57968451
11716,7.82367423
11717,4.551639283
11718,2.704192252
11719,1.196778157
11720,0.252255942
11721,-0.18399686
11889,7.82265429
11890,7.785484509
11891,7.754427652
11892,7.710562833
11893,7.609823788
11894,7.516325336
11895,7.580682997
11896,7.405646592
11897,7.386102453
11898,7.502781133
11899,7.45885967
11900,5.511997634
11901,5.239292297
11902,5.558065452
11903,5.047677615
11904,4.895862016
11905,4.385999288
11906,3.75239503
11907,3.540386096
11908,3.661263626
11909,3.992794529
11910,4.471268912
11911,4.894430141
11912,4.863273718
11913,4.510077699
11914,4.244974026
11915,4.322852189
11916,3.847741644
11917,3.611046729
11918,3.51064097
11919,3.177670642
11920,3.665930596
11921,4.417937291
11922,3.815183855
11923,4.125250032
11924,3.966271851
11925,3.252431099
11926,4.114863
11927,5.415054669
11928,7.379376499
11929,7.654023937
11930,7.036719884
11931,6.689050009
11932,6.826036755
11933,6.761386007
11934,7.648793927
11935,8.517830255
11936,9.359299072
11937,7.983295
11938,8.663965137
11939,7.783083203
11940,7.292027022
11941,8.325563703
11942,8.512794277
11943,7.8287504
11944,8.782858003
11945,8.253901398
11946,8.634999821
11947,7.504178297
11948,8.741923256
11949,9.120338776
11950,6.297340264
11951,5.350111334
11952,4.607722064
11953,3.080588437
11954,2.442820472
11955,1.437416905
11956,0.823871189
11957,-0.429123026
12125,7.533216235
12126,7.508667075
12127,7.488223757
12128,7.448568082
12129,7.371880812
12130,7.310123203
12131,7.363727837
12132,7.254411242
12133,6.910906549
12134,7.065375183
12135,6.706700677
12136,4.997345675
12137,4.545577814
12138,5.007536879
12139,5.394901272
12140,5.327149192
12141,4.63529211
12142,4.281754878
12143,4.115173332
12144,4.373990316
12145,4.817270758
12146,4.975671066
12147,4.903212663
12148,4.264528595
12149,4.719189073
12150,4.584888826
12151,4.177477053
12152,4.075853809
12153,3.556164079
12154,3.425879576
12155,3.689706749
12156,3.660546514
12157,3.244597507
12158,3.591068482
12159,4.19414354
12160,3.463324799
12161,3.339288021
12162,4.164215185
12163,6.238374216
12164,6.343339171
12165,6.929700496
12166,6.781611067
12167,6.72234882
12168,6.918036005
12169,8.342707081
12170,8.199219559
12171,7.221363689
12172,7.519003169
12173,7.307277263
12174,7.666403154
12175,7.66430718
12176,7.792841456
12177,7.948987849
12178,7.799094308
12179,7.03506482
12180,8.506327357
12181,6.954883057
12182,6.717273669
12183,8.511803141
12184,8.431777335
12185,8.02195583
12186,5.758132802
12187,4.639002756
12188,3.24784945
12189,3.030742909
12190,3.167168473
12191,2.434131911
12192,-0.99024378
12193,-3.94002072
12361,7.255310803
12362,7.246431954
12363,7.230399944
12364,7.195479782
12365,7.108370535
12366,7.076795328
12367,7.070845176
12368,6.97745627
12369,6.451056336
12370,6.882077953
12371,4.863081455
12372,4.617293311
12373,4.524261308
12374,3.988916104
12375,4.299491965
12376,4.809206689
12377,5.460679541
12378,5.4006132
12379,5.341654425
12380,5.12449632
12381,4.553775668
12382,4.333288982
12383,4.637881179
12384,4.313915633
12385,4.397015497
12386,4.472741338
12387,4.305295489
12388,4.062129121
12389,3.600299755
12390,3.605683854
12391,3.897277354
12392,3.255813894
12393,3.588082431
12394,3.835984866
12395,3.722323759
12396,3.73723956
12397,4.057779684
12398,4.21402979
12399,6.014208161
12400,6.551357159
12401,7.468234186
12402,7.431783094
12403,8.438514743
12404,8.173493034
12405,8.166984934
12406,7.428368439
12407,7.616765771
12408,8.10159864
12409,7.152747722
12410,7.811109775
12411,8.217228614
12412,8.167146831
12413,8.374986232
12414,8.313728625
12415,7.617827113
12416,8.772629412
12417,7.925536919
12418,9.051028708
12419,8.051161199
12420,7.445295958
12421,7.206437657
12422,5.232255686
12423,4.80652501
12424,4.94848783
12425,5.466166441
12426,4.403674513
12427,0.553027519
12428,-2.575718875
12429,-5.073559578
12597,6.992610488
12598,6.9994894
12599,6.994784364
12600,6.976859125
12601,6.942597103
12602,6.911982516
12603,6.910386421
12604,6.903031918
12605,6.262436695
12606,6.434028677
12607,4.934245231
12608,6.277630144
12609,6.029164537
12610,4.138539328
12611,4.103710123
12612,4.455575557
12613,4.280227304
12614,4.817963718
12615,4.968539106
12616,4.584831717
12617,4.492561465
12618,4.415488453
12619,4.33927046
12620,4.134310905
12621,4.070028221
12622,4.320073756
12623,4.280502396
12624,4.436812867
12625,3.426581172
12626,3.968376129
12627,3.493981223
12628,3.50679525
12629,3.824448894
12630,3.748429677
12631,3.301936807
12632,3.833923896
12633,4.056457486
12634,3.724529582
12635,4.252948132
12636,6.556069414
12637,7.486662273
12638,8.182215438
12639,8.987662253
12640,7.918639994
12641,7.84006653
12642,7.871412184
12643,8.076603886
12644,7.857553038
12645,7.325147659
12646,7.696570775
12647,8.017527055
12648,8.005286835
12649,8.03509537
12650,8.264511693
12651,7.756764712
12652,7.936064196
12653,-20.35678329
12654,8.738914256
12655,7.658523753
12656,7.509184737
12657,6.099381704
12658,4.370676774
12659,5.801105809
12660,5.614823474
12661,5.9874358
12662,5.066164213
12663,-0.003967648
12664,-2.834180742
12665,-7.123809461
12833,6.768495374
12834,6.783969507
12835,6.788749203
12836,6.748083432
12837,6.744163611
12838,6.724622251
12839,6.693026765
12840,6.743562353
12841,4.392997961
12842,6.406125344
12843,6.49589044
12844,6.067948682
12845,4.18881052
12846,5.952999542
12847,4.540876844
12848,4.401186612
12849,4.182157243
12850,4.539285188
12851,4.989303043
12852,4.707116623
12853,4.282709942
12854,4.606570812
12855,4.615540168
12856,4.598071826
12857,3.884424683
12858,4.449769849
12859,4.479114253
12860,3.988402345
12861,3.668141036
12862,3.709097634
12863,3.427022955
12864,3.567864224
12865,3.438224493
12866,3.747204568
12867,4.117754853
12868,4.32830828
12869,3.970215218
12870,3.83159055
12871,4.167632795
12872,6.789618572
12873,8.407734804
12874,8.344789371
12875,7.636601747
12876,7.643293932
12877,7.422502015
12878,7.577882379
12879,7.884654677
12880,8.089426316
12881,8.193802736
12882,7.817631778
12883,7.520437806
12884,7.645846547
12885,7.76969377
12886,8.229352068
12887,8.026227817
12888,7.733338345
12889,7.857608948
12890,8.170007255
12891,6.391655186
12892,8.091703827
12893,5.783667619
12894,5.637922657
12895,5.64857731
12896,5.964478839
12897,5.898431635
12898,4.770942753
12899,0.611821464
12900,-2.622159601
12901,-4.619811402
13069,6.583143106
13070,6.59270902
13071,6.606128887
13072,6.569017293
13073,6.557788205
13074,6.578428966
13075,6.490589852
13076,6.888733717
13077,4.415085076
13078,4.850113044
13079,4.668300997
13080,6.370149046
13081,6.409402815
13082,6.466148073
13083,4.512804589
13084,4.280130672
13085,4.290089847
13086,4.30060854
13087,4.613021603
13088,4.962481981
13089,4.500463631
13090,4.500187795
13091,4.131366319
13092,3.933454911
13093,3.586929781
13094,3.942295843
13095,4.020625818
13096,3.41302154
13097,3.759578199
13098,3.367007333
13099,3.470104253
13100,3.301815601
13101,3.642094783
13102,4.085426215
13103,4.042829759
13104,4.464387835
13105,4.046874228
13106,4.455172648
13107,6.882435673
13108,8.473089839
13109,8.008884204
13110,7.936151369
13111,7.06399269
13112,7.997895548
13113,7.888304022
13114,7.339253881
13115,7.919555916
13116,7.308241707
13117,7.756070739
13118,8.021808669
13119,7.517979278
13120,8.079398634
13121,8.032418493
13122,8.715606745
13123,5.42632381
13124,6.933017973
13125,7.108558719
13126,7.051460937
13127,8.135981974
13128,9.27464307
13129,6.918424439
13130,6.111088064
13131,6.688180033
13132,0.860687754
13133,5.705404877
13134,3.646394046
13135,2.237198117
13136,-3.012289942
13137,-5.422977712
13305,6.430974129
13306,6.429033719
13307,6.448193858
13308,6.457044032
13309,6.447170158
13310,6.409839164
13311,6.453290557
13312,6.849710864
13313,6.188909439
13314,6.338340683
13315,6.165787066
13316,6.29684757
13317,6.189405004
13318,4.488825133
13319,4.874637561
13320,5.146992241
13321,5.025462152
13322,5.183570858
13323,5.099160734
13324,5.116634816
13325,4.285130494
13326,4.195041727
13327,3.860300501
13328,3.663592806
13329,3.583405117
13330,3.730808919
13331,3.83624987
13332,3.617408727
13333,3.694940003
13334,3.322402632
13335,3.374794631
13336,3.56315483
13337,3.512551119
13338,3.494936009
13339,3.73069035
13340,4.023798531
13341,4.541595059
13342,6.953391627
13343,6.969548409
13344,7.987853386
13345,7.331401911
13346,7.696895242
13347,7.602621373
13348,8.330616712
13349,7.452280983
13350,7.229411054
13351,7.321300139
13352,7.552795431
13353,7.671349717
13354,7.62220686
13355,7.639936258
13356,7.667479431
13357,8.073487765
13358,8.774992349
13359,7.623639902
13360,8.151862916
13361,5.116609553
13362,7.470887665
13363,8.463739023
13364,7.792854251
13365,7.617262459
13366,7.036947726
13367,7.44862697
13368,6.748993725
13369,5.652096269
13370,3.618837077
13371,0.910698701
13372,-1.688730657
13373,-4.801003737
13541,6.301282292
13542,6.308451264
13543,6.329572198
13544,6.33420491
13545,6.334682232
13546,6.314573019
13547,6.357040774
13548,6.667174114
13549,4.98478536
13550,6.344768657
13551,6.196869182
13552,4.428164088
13553,4.573257623
13554,7.108745913
13555,5.195751495
13556,4.788202732
13557,5.199596655
13558,5.092246058
13559,4.869280132
13560,7.422417817
13561,4.653189614
13562,4.207772853
13563,4.049154621
13564,3.791391204
13565,3.511582012
13566,5.382922839
13567,4.219756423
13568,3.508854882
13569,3.529746528
13570,3.259857009
13571,3.268787099
13572,3.507145658
13573,5.496277462
13574,5.831209087
13575,5.726781863
13576,14.7928697
13577,6.63437009
13578,7.392606646
13579,8.245313982
13580,8.814836443
13581,7.662992151
13582,8.120906601
13583,7.281697938
13584,9.168714111
13585,9.215739765
13586,8.889266296
13587,8.868885142
13588,8.58044665
13589,10.31721907
13590,8.917662542
13591,9.168580371
13592,6.280295208
13593,9.77466465
13594,8.776643386
13595,6.219471528
13596,6.608810557
13597,7.062182564
13598,8.383200876
13599,8.609735551
13600,7.908409725
13601,7.354018532
13602,7.201907736
13603,7.415224546
13604,7.177063517
13605,4.40665095
13606,2.877514127
13607,-1.345269631
13608,-4.070312336
13609,-2.891422432
13777,6.192106794
13778,6.197220936
13779,6.230578983
13780,6.240203021
13781,6.235993867
13782,6.232085478
13783,6.215478402
13784,6.339117009
13785,7.272437869
13786,6.977753171
13787,7.04940338
13788,7.365321558
13789,7.054527392
13790,6.967311029
13791,4.548679531
13792,4.672082302
13793,4.420372003
13794,4.404006243
13795,6.202799792
13796,4.834358541
13797,4.022062844
13798,3.860929942
13799,5.61614256
13800,3.749565335
13801,5.735737923
13802,4.024558968
13803,3.777329104
13804,3.68568864
13805,3.414170317
13806,3.333941499
13807,3.264150127
13808,3.464067756
13809,3.540193566
13810,3.700476674
13811,3.811934909
13812,4.291804567
13813,6.607993273
13814,7.47021868
13815,8.073581244
13816,7.318062002
13817,7.451439988
13818,8.577034423
13819,7.687316651
13820,10.02497789
13821,8.561098315
13822,9.063577316
13823,8.612771008
13824,8.287251593
13825,8.654652557
13826,8.593634951
13827,8.559745336
13828,8.895249064
13829,10.82949982
13830,9.96373652
13831,8.922049794
13832,6.774177215
13833,8.661478231
13834,8.80343648
13835,7.858048301
13836,7.456367715
13837,7.783223575
13838,7.55229475
13839,7.528142759
13840,6.294791906
13841,3.423432164
13842,1.517276633
13843,-3.179466688
13844,-2.773761354
13845,0.028902689
14013,6.131266998
14014,6.130224014
14015,6.159298477
14016,6.171754366
14017,6.162602525
14018,6.118595485
14019,6.13614921
14020,6.226911982
14021,4.967137721
14022,6.019661771
14023,6.080389912
14024,6.589085372
14025,6.499376671
14026,4.84795739
14027,4.405175265
14028,4.542907519
14029,4.175256479
14030,4.338893396
14031,5.936006963
14032,4.72864303
14033,3.921431719
14034,3.806590289
14035,3.890114257
14036,4.284380421
14037,4.074130574
14038,4.1295979
14039,3.787968569
14040,3.886965848
14041,3.371450342
14042,3.450594987
14043,3.46482058
14044,3.607243804
14045,4.042641772
14046,4.605187067
14047,4.431128415
14048,7.945873519
14049,8.611914008
14050,9.934722734
14051,9.656962962
14052,9.298726562
14053,9.650947365
14054,8.883519951
14055,7.728905634
14056,8.5251268
14057,8.014863266
14058,8.462251588
14059,8.249575886
14060,8.201541338
14061,9.407553673
14062,8.55328917
14063,7.071093113
14064,7.929563687
14065,9.595112112
14066,7.48670997
14067,9.383566884
14068,8.584606197
14069,9.845764841
14070,7.734050716
14071,0.546199335
14072,7.226380376
14073,7.103863931
14074,7.28631496
14075,6.70643027
14076,4.944794409
14077,2.576511392
14078,0.23133374
14079,-0.675158381
14080,-1.339097343
14081,0.663164839
14249,6.07323428
14250,6.096795445
14251,6.095135139
14252,6.106294318
14253,6.142398049
14254,6.124398331
14255,6.09354069
14256,6.201562144
14257,5.005380217
14258,5.949633298
14259,5.98105525
14260,4.855836342
14261,4.512968469
14262,4.843268011
14263,4.483576973
14264,4.253011392
14265,4.152780906
14266,4.210748044
14267,5.750242355
14268,4.64327266
14269,3.957180722
14270,3.860125205
14271,3.969738944
14272,5.421181695
14273,4.432049023
14274,4.743382975
14275,3.922521142
14276,4.0351827
14277,3.802158945
14278,3.806783637
14279,3.83252139
14280,3.916615915
14281,6.611033694
14282,7.820332587
14283,7.383578444
14284,8.706735324
14285,7.728180267
14286,8.62217302
14287,7.583087247
14288,7.541414238
14289,7.848482582
14290,7.850278973
14291,6.986546066
14292,7.960561007
14293,7.814181026
14294,8.836354324
14295,8.466336565
14296,8.490727192
14297,8.691575399
14298,8.903439991
14299,8.694649763
14300,8.945283706
14301,8.779793079
14302,8.707834084
14303,8.329406759
14304,8.891264991
14305,8.461171208
14306,8.835585061
14307,8.597660589
14308,7.756258023
14309,7.267313981
14310,7.043031771
14311,5.093221236
14312,3.148452823
14313,1.136791649
14314,-0.528915228
14315,0.47342355
14316,1.225733652
14317,-1.491892267
14485,6.021208428
14486,6.058365165
14487,6.064771422
14488,6.074530494
14489,6.093845542
14490,6.09052166
14491,6.109517435
14492,6.166401629
14493,4.826696724
14494,4.16135081
14495,4.248901619
14496,4.487012517
14497,4.517082068
14498,4.948157859
14499,4.741657848
14500,4.392145546
14501,4.042559885
14502,4.135603503
14503,4.124125872
14504,4.669075652
14505,4.444848341
14506,3.987740421
14507,4.035848589
14508,4.213524763
14509,4.679611936
14510,4.678565215
14511,3.822021874
14512,4.108244174
14513,4.359710694
14514,6.470656651
14515,6.637309518
14516,6.958529257
14517,7.722403577
14518,7.635376193
14519,7.626111757
14520,7.69606183
14521,7.469095677
14522,9.055633366
14523,7.775125959
14524,7.766153964
14525,7.962907025
14526,8.745276566
14527,8.172106966
14528,9.368421732
14529,9.150648089
14530,9.85983898
14531,9.33803526
14532,9.809843958
14533,8.558109163
14534,6.131379663
14535,8.625863462
14536,9.662296631
14537,8.589378669
14538,8.394032456
14539,7.544238651
14540,9.039626545
14541,7.964788689
14542,8.618223807
14543,8.265797729
14544,8.006656553
14545,7.044051265
14546,5.884728443
14547,4.524840063
14548,0.62195323
14549,1.336455846
14550,-0.729678811
14551,-0.391338978
14552,-1.298265566
14553,-0.994817136
14721,5.98654696
14722,6.019923763
14723,6.072542859
14724,6.071562615
14725,6.048114752
14726,6.060102788
14727,6.075303306
14728,6.53945164
14729,6.555887439
14730,6.162585345
14731,6.070362951
14732,4.425710744
14733,4.363212874
14734,4.472396793
14735,4.435186661
14736,4.482985934
14737,4.204585843
14738,4.088086875
14739,3.84166821
14740,4.248410494
14741,4.626547948
14742,4.184372319
14743,3.894454398
14744,4.30120609
14745,6.729028337
14746,5.030959991
14747,4.656320505
14748,4.453303194
14749,6.837114613
14750,6.941405158
14751,7.457956579
14752,7.650662949
14753,8.004721025
14754,7.921821602
14755,7.90153026
14756,7.512603717
14757,7.480559577
14758,8.818947682
14759,8.187397644
14760,7.841972686
14761,8.702670394
14762,9.153722681
14763,7.594940973
14764,8.488018717
14765,8.245491447
14766,8.762727323
14767,8.487492334
14768,7.932836074
14769,6.447857036
14770,6.830018664
14771,8.253967485
14772,9.254544376
14773,8.82283498
14774,8.153192646
14775,7.514068021
14776,7.526101317
14777,8.423332244
14778,8.806736461
14779,7.592282455
14780,7.096239849
14781,6.138225199
14782,4.93635573
14783,4.476601676
14784,3.248015819
14785,0.75331268
14786,-0.081917403
14787,-0.506859571
14788,-1.932528124
14789,-2.362234889
14957,5.994920005
14958,6.01438597
14959,6.070148118
14960,6.083084581
14961,6.06722732
14962,6.08181574
14963,6.189564521
14964,6.719934158
14965,5.978056757
14966,6.282379205
14967,6.353777905
14968,6.167327893
14969,4.197659765
14970,4.233370095
14971,4.33437207
14972,5.850619533
14973,5.383458231
14974,3.416263438
14975,3.376086913
14976,3.976854828
14977,5.097276683
14978,4.317794495
14979,4.106348822
14980,4.699917217
14981,7.273678332
14982,5.04637201
14983,4.409489986
14984,6.040681126
14985,6.893515288
14986,6.79714759
14987,7.443486288
14988,7.194423195
14989,7.689302681
14990,8.348871894
14991,7.703072289
14992,7.576866419
14993,7.602127416
14994,8.997164146
14995,9.276281507
14996,9.186650833
14997,8.998626534
14998,8.571152057
14999,7.447359384
15000,8.107380881
15001,7.536677568
15002,8.271430797
15003,8.433039257
15004,12.97098857
15005,7.971669204
15006,8.306340939
15007,8.508137158
15008,8.633544932
15009,7.295324369
15010,6.972996408
15011,7.681955238
15012,8.16690307
15013,8.385930283
15014,7.725911347
15015,7.583638518
15016,6.701299344
15017,5.814833075
15018,4.701984822
15019,4.350156983
15020,0.90648943
15021,-0.300062283
15022,1.031725414
15023,-0.841028803
15024,-1.654044302
15025,-1.482695713
15182,4.991142069
15183,5.02730963
15184,5.044711928
15185,5.076667299
15186,5.095689636
15187,5.146800193
15188,5.195915224
15189,5.226234409
15190,5.260266213
15191,5.296752151
15192,5.658713541
15193,6.006902822
15194,6.03109305
15195,6.078826754
15196,6.092562064
15197,6.054211032
15198,6.106932699
15199,6.094364865
15200,6.803762079
15201,6.383960602
15202,5.961141726
15203,4.54858373
15204,4.45833095
15205,4.319199793
15206,4.060962858
15207,3.982113779
15208,3.668258486
15209,3.780553903
15210,3.599952612
15211,3.34011697
15212,4.112957046
15213,5.41708972
15214,4.770289126
15215,6.929821257
15216,7.188711956
15217,6.753378461
15218,6.985263215
15219,6.69509389
15220,6.278687815
15221,7.22283264
15222,7.379910601
15223,8.106819891
15224,7.108701463
15225,7.883618604
15226,8.086003601
15227,7.322531234
15228,8.414724321
15229,9.289614418
15230,9.913832771
15231,8.131316281
15232,8.333978737
15233,9.304063049
15234,8.705731799
15235,8.199642189
15236,8.506128106
15237,8.064484403
15238,8.531208352
15239,9.443111146
15240,9.290866789
15241,7.849959848
15242,7.016211294
15243,6.753263958
15244,7.957556686
15245,7.477806353
15246,7.784823257
15247,9.006490881
15248,8.712132095
15249,7.906147633
15250,8.107841425
15251,7.153597089
15252,6.741837799
15253,5.257034414
15254,3.494568686
15255,1.244525929
15256,-0.108571959
15257,-0.869085867
15258,-0.488670594
15259,-0.749460785
15260,-2.497135691
15261,-1.4423468
15418,5.01239106
15419,5.028517574
15420,5.052345466
15421,5.078703045
15422,5.105858423
15423,5.148678207
15424,5.187862214
15425,5.214985307
15426,5.248710327
15427,5.280128429
15428,5.635975962
15429,5.988723792
15430,6.025022808
15431,6.062800781
15432,6.081139877
15433,6.043078023
15434,6.062078112
15435,6.532985494
15436,6.566704673
15437,6.315842993
15438,5.972370715
15439,6.406941366
15440,4.525613924
15441,4.081724504
15442,3.913397015
15443,3.922744857
15444,3.768682636
15445,3.480934206
15446,3.956552883
15447,3.926315464
15448,4.908467018
15449,5.638638893
15450,5.291876576
15451,7.018312732
15452,6.817644499
15453,6.951163748
15454,7.059690376
15455,6.889849569
15456,7.166483385
15457,8.174272683
15458,8.00571289
15459,7.475726467
15460,7.254595299
15461,7.425218651
15462,7.550298598
15463,8.365434857
15464,9.262837984
15465,8.84547265
15466,10.71699855
15467,8.985806493
15468,8.684657752
15469,8.206715498
15470,8.614216632
15471,8.624022794
15472,10.07636008
15473,8.990147176
15474,8.212669936
15475,9.823759838
15476,7.920496789
15477,7.215721147
15478,6.817224071
15479,6.310150156
15480,8.193358144
15481,7.399011969
15482,7.328599508
15483,8.853778119
15484,8.08231664
15485,7.627707697
15486,7.739332692
15487,6.599462071
15488,6.044345315
15489,1.978722608
15490,0.145446648
15491,0.087405773
15492,-1.209910814
15493,-1.140048109
15494,-1.534745151
15495,-0.570344335
15496,-2.950466845
15497,-1.825157983
15654,5.046548117
15655,5.064268913
15656,5.05973097
15657,5.085462046
15658,5.115825938
15659,5.172308406
15660,5.194891411
15661,5.216873299
